YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS10M
2021,1,1,0,10.026666666666666,82.60666666666667,0.0,2.9333333333333336
2021,1,1,3,17.80333333333333,59.660000000000004,0.0,2.4133333333333336
2021,1,1,6,22.596666666666664,45.39333333333334,0.0,2.533333333333333
2021,1,1,9,19.606666666666666,63.80666666666667,0.0,2.1166666666666667
2021,1,1,12,15.079999999999998,72.08333333333333,0.0,2.5966666666666667
2021,1,1,15,12.856666666666667,76.30666666666666,0.0,2.763333333333333
2021,1,1,18,10.883333333333335,79.59333333333332,0.0,2.8633333333333333
2021,1,1,21,9.446666666666667,81.04333333333334,0.0,2.72
2021,1,2,0,10.53,79.29,0.0,2.3000000000000003
2021,1,2,3,18.19333333333333,58.06999999999999,0.0,2.0733333333333337
2021,1,2,6,22.24333333333333,49.61666666666667,0.0,1.9333333333333333
2021,1,2,9,20.113333333333333,62.050000000000004,0.0,1.3766666666666667
2021,1,2,12,17.516666666666666,60.79333333333333,0.0,1.0966666666666667
2021,1,2,15,15.623333333333335,64.92333333333333,0.0,1.4766666666666666
2021,1,2,18,13.593333333333334,71.54666666666667,0.0,1.7833333333333332
2021,1,2,21,11.646666666666667,78.66333333333334,0.0,2.0766666666666667
2021,1,3,0,12.663333333333334,77.89666666666666,0.0,1.5599999999999998
2021,1,3,3,19.68,60.15333333333333,0.0,1.6366666666666667
2021,1,3,6,23.593333333333334,51.61333333333334,0.0,1.0466666666666666
2021,1,3,9,21.796666666666667,61.416666666666664,0.0,0.7933333333333333
2021,1,3,12,17.959999999999997,69.65666666666667,0.0,1.6733333333333331
2021,1,3,15,15.486666666666666,77.82333333333334,0.0,2.1666666666666665
2021,1,3,18,13.996666666666664,84.38333333333333,0.0,1.9766666666666666
2021,1,3,21,12.676666666666668,92.96,0.0,1.8433333333333335
2021,1,4,0,13.51,93.17666666666666,0.0,2.11
2021,1,4,3,21.076666666666668,67.70666666666666,0.0,2.15
2021,1,4,6,24.483333333333334,57.44,0.0,1.8666666666666665
2021,1,4,9,22.386666666666667,69.19333333333333,0.0,1.5599999999999998
2021,1,4,12,18.88,75.57333333333332,0.0,1.6533333333333333
2021,1,4,15,17.093333333333334,80.36,0.0,1.58
2021,1,4,18,15.563333333333333,86.29333333333334,0.0,1.5200000000000002
2021,1,4,21,13.799999999999999,95.23666666666666,1.36,1.8233333333333333
2021,1,5,0,14.06,95.02333333333333,0.0,2.1333333333333333
2021,1,5,3,21.273333333333333,68.65666666666667,0.0,1.97
2021,1,5,6,24.76,57.48333333333333,0.0,1.5266666666666666
2021,1,5,9,22.96666666666667,66.66333333333334,0.0,1.0966666666666667
2021,1,5,12,19.513333333333332,74.28666666666668,0.0,1.2633333333333334
2021,1,5,15,17.62,80.94666666666666,0.0,1.3233333333333335
2021,1,5,18,16.153333333333332,87.12333333333333,0.0,1.1033333333333333
2021,1,5,21,14.94,93.26333333333332,0.0,1.0533333333333335
2021,1,6,0,15.49,92.16000000000001,0.0,1.0199999999999998
2021,1,6,3,22.453333333333333,66.51666666666667,0.0,0.8766666666666666
2021,1,6,6,26.060000000000002,55.43,0.0,1.6733333333333331
2021,1,6,9,23.97,68.19666666666667,0.0,1.6233333333333333
2021,1,6,12,21.23,70.98,0.0,1.42
2021,1,6,15,20.173333333333332,73.85333333333334,0.0,1.3833333333333335
2021,1,6,18,19.38,75.89,0.0,1.3499999999999999
2021,1,6,21,18.323333333333334,79.88,0.0,1.09
2021,1,7,0,17.763333333333332,86.17333333333333,0.0,1.0166666666666666
2021,1,7,3,23.856666666666666,63.77,0.0,1.0166666666666666
2021,1,7,6,27.7,49.92333333333334,0.0,2.26
2021,1,7,9,25.560000000000002,60.89333333333334,0.0,1.6600000000000001
2021,1,7,12,21.876666666666665,65.85000000000001,0.0,1.4766666666666666
2021,1,7,15,18.54,79.35333333333334,0.0,2.1133333333333333
2021,1,7,18,17.42,83.16,0.0,1.6866666666666665
2021,1,7,21,16.74,87.23,0.62,0.8266666666666667
2021,1,8,0,16.51,91.88333333333333,0.0,0.69
2021,1,8,3,22.78,67.05666666666666,0.0,1.45
2021,1,8,6,26.113333333333333,53.903333333333336,0.0,2.2933333333333334
2021,1,8,9,23.75333333333333,68.23,0.0,1.7133333333333332
2021,1,8,12,21.44333333333333,68.51,0.0,1.05
2021,1,8,15,19.94,71.26,0.0,0.8133333333333334
2021,1,8,18,18.726666666666667,75.67333333333333,0.0,0.4566666666666667
2021,1,8,21,16.916666666666668,84.65333333333334,0.0,0.5499999999999999
2021,1,9,0,15.979999999999999,92.43,0.0,1.01
2021,1,9,3,22.48,65.39666666666666,0.0,1.14
2021,1,9,6,25.5,53.25333333333333,0.0,1.83
2021,1,9,9,23.656666666666666,63.71666666666667,0.0,1.2633333333333334
2021,1,9,12,21.676666666666666,62.76333333333333,0.0,0.35333333333333333
2021,1,9,15,19.866666666666667,68.8,0.0,0.75
2021,1,9,18,17.12,81.97000000000001,0.0,1.9066666666666665
2021,1,9,21,15.236666666666666,91.92,0.0,2.1666666666666665
2021,1,10,0,15.933333333333332,92.07333333333334,0.0,1.7966666666666666
2021,1,10,3,22.676666666666666,66.76666666666667,0.0,2.183333333333333
2021,1,10,6,25.543333333333333,59.97666666666667,0.0,3.026666666666667
2021,1,10,9,24.013333333333332,71.11666666666667,0.0,1.7333333333333334
2021,1,10,12,22.21666666666667,71.74,0.0,0.6633333333333332
2021,1,10,15,19.856666666666666,82.44333333333333,0.0,1.5133333333333334
2021,1,10,18,18.483333333333334,88.37,0.0,1.53
2021,1,10,21,17.680000000000003,92.03000000000002,0.0,1.0566666666666666
2021,1,11,0,17.560000000000002,94.92,0.0,1.23
2021,1,11,3,23.659999999999997,68.96333333333332,0.0,1.1333333333333335
2021,1,11,6,25.756666666666664,60.656666666666666,0.0,2.11
2021,1,11,9,23.583333333333332,71.31666666666666,0.0,1.8966666666666665
2021,1,11,12,19.926666666666666,81.45666666666666,0.0,1.9566666666666668
2021,1,11,15,17.563333333333333,89.24333333333334,0.0,2.4133333333333336
2021,1,11,18,16.486666666666668,91.63,0.0,1.92
2021,1,11,21,15.303333333333333,95.76666666666667,0.0,1.6066666666666667
2021,1,12,0,15.479999999999999,95.42,0.0,1.36
2021,1,12,3,21.903333333333336,62.35333333333333,0.0,1.7066666666666663
2021,1,12,6,23.900000000000002,53.923333333333325,0.0,3.16
2021,1,12,9,21.093333333333334,67.67333333333333,0.0,2.48
2021,1,12,12,16.986666666666665,78.16666666666667,0.0,2.15
2021,1,12,15,14.613333333333335,82.44,0.0,2.2966666666666664
2021,1,12,18,12.923333333333332,82.16333333333334,0.0,2.1266666666666665
2021,1,12,21,10.843333333333334,84.74,0.0,2.1733333333333333
2021,1,13,0,11.453333333333333,79.38666666666667,0.0,1.7
2021,1,13,3,18.863333333333333,48.85999999999999,0.0,1.33
2021,1,13,6,21.55666666666667,39.74666666666667,0.0,2.953333333333333
2021,1,13,9,18.883333333333336,55.10666666666666,0.0,1.9166666666666667
2021,1,13,12,14.723333333333334,66.35666666666667,0.0,2.03
2021,1,13,15,12.74,72.37666666666667,0.0,2.5
2021,1,13,18,11.813333333333333,72.83666666666666,0.0,2.4433333333333334
2021,1,13,21,10.81,73.90666666666668,0.0,2.1999999999999997
2021,1,14,0,11.5,73.35333333333334,0.0,1.61
2021,1,14,3,18.459999999999997,51.526666666666664,0.0,0.9133333333333334
